display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
1Gnhy34EBtz9ftQdGZooGTpVE6E9wL2VZN,"{ ""P2PKH"" : 2174400983903 }",inactive,15,275880,279707,,
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr,"{ ""P2PKH"" : 2000200000000 }",active,4,445741,449493,,
3HyULbPVM739jPVk4i3PKZ4LibhYP1HsLc,"{ ""P2SH"" : 1936092892656 }",active,20716,332005,446625,,
31sEM2fEA2WyR2zUNBrrTLNzFZWM9jMVvv,"{ ""P2SH"" : 1450000000000 }",active,8,352496,448014,,
19ere2oJzJh81A5Q64SExDZYz54RvWHqZz,"{ ""P2PKH"" : 1428687993905 }",inactive,39,69804,191997,,unidentified
12tT4cSjRRsncwwv1YUKnbXuouaMfT5DnN,"{ ""P2PKH"" : 1403387987905 }",inactive,31,212604,288309,,
3J5KeQSVBUEs3v2vEEkZDBtPLWqLTuZPuD,"{ ""P2SH"" : 1354235956877 }",active,30,326133,448986,,
1DSPrX8jMhWaT25u94dfkUcBLsgpavxQpC,"{ ""P2PKH"" : 1299600000000 }",active,26,419566,449508,,
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,"{ ""P2PKH"" : 1256789110226 }",active,1031,340771,447245,,Miner
336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,"{ ""P2SH"" : 1252970311448 }",active,278,406125,449919,,
19vWUsLH7G6yQH484r3n1GodLEoLivWHJg,"{ ""P2PKH"" : 1201113041502 }",active,23,223047,411713,,
19tuxqhzgwC6B9hhLHDLJkocx8LaaCS56s,"{ ""P2PKH"" : 1200001113908 }",inactive,27,135120,288309,,Roger Ver
36tgybUDNZrkKjEeiC9qGMZiezw8jZVKqk,"{ ""P2SH"" : 1199884073032 }",active,3,382068,446309,,
3HsSR84zReeBt5fTMESWJ2y18pMo5gz2Sq,"{ ""P2SH"" : 1196406952965 }",active,29,434329,448789,,
15h6A2a3D31vRviBDdSpvhLtYJq3aePhdW,"{ ""P2PKH"" : 1187772117953 }",inactive,26,228261,345947,,unidentified
17UUsmejDsjJEtbRcotd289ADp7ZdanH5k,"{ ""P2PKH"" : 1135048494878 }",active,59,213406,399958,,unidentified
1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv,"{ ""P2PKH"" : 1133684146675 }",inactive,223,331491,373337,,unidentified
1L3bHFCgh9kEM1Bc89bRbozGBjfXqkBmkk,"{ ""P2PKH"" : 1111100364506 }",inactive,14,308505,308512,,
3FXFshYr97aQUizVEGwdCLNdDihWtqHsT9,"{ ""P2SH"" : 1064040150006 }",active,9,333474,447628,,
1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA,"{ ""P2PKH"" : 1034801956206 }",active,62,223645,439260,,
3GoKeZbDso3Caowte4u1ABoyuGLeusttVZ,"{ ""P2SH"" : 1000432923836 }",active,3,443638,445595,,
35fe2CM2zbMeSfhRjpjW8ikTJcZj8NooFD,"{ ""P2SH"" : 1000000030000 }",active,5,416878,417016,,
1Dh4aWYAfZ6VEV3K2vZ7QqfeiGRUzAcaJP,"{ ""P2PKH"" : 1000000000000 }",inactive,5,367804,381958,,
33vpLgKtNoHGHMpdwWsjPjyvbVxTVFPDED,"{ ""P2SH"" : 999457059467 }",active,46,326133,449739,,
16HC2oNNjmhXgGqf4YYZwSfRK4meVpAGm7,"{ ""P2PKH"" : 942478277861 }",inactive,12,82647,133421,,
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 929742277180 }",active,23,402670,426528,,
3DzzefQVJjuvFQvHUYsVN4XDg2SyREW3wE,"{ ""P2SH"" : 925500000000 }",active,5,385551,406940,,
1BmdAcc8Dorn1uNSAMdDxby6ir3Hi44t99,"{ ""P2PKH"" : 875586602448 }",active,1,410944,437161,,
1L9e2x2MyX3afBYKQF8KFzScTJp73E3d3Q,"{ ""P2PKH"" : 840200001336 }",active,4,438969,442879,,
