display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
bc1q4jchcr7nla277su5lpjzttxp3xg5j8wds5lcwg,"{ ""P2WPKH"" : 3124707551653 }",active,3,644583,749994,,
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007103333 }",inactive,136,55632,70071,,unidentified
bc1qjysjfd9t9aspttpjqzv68k0ydpe7pvyd5vlyn37868473lell5tqkz456m,"{ ""P2WSH"" : 2984214877582 }",active,47,711087,736719,,
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,"{ ""P2SH"" : 2900185934241 }",active,50,554702,736245,,
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 2418051759118 }",active,4,423616,715408,,
3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,"{ ""P2SH"" : 2378476508578 }",active,29,671004,749879,None,Purpose Investments
17EFzE9jRZqz72UEVzWV6syu1vvNgcsuVY,"{ ""P2PKH"" : 2089000277186 }",active,5,724536,735971,,
bc1qtw30nantkrh7y5ue73gm4mmy0zezfqxug3psr94sd967qwg7f76scfmr9p,"{ ""P2WSH"" : 2013623538292 }",inactive,125,675648,675661,,
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800194450 }",inactive,64,459340,459341,,unidentified
3BHXygmhNMaCcNn76S8DLdnZ5ucPtNtWGb,"{ ""P2SH"" : 1808465238890 }",active,11,738727,749901,None,Cobo.com
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1751521933715 }",active,7,671980,743567,None,unidentified
3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,"{ ""P2SH"" : 1678595137944 }",active,59,555010,700687,None,unidentified
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555601902 }",inactive,67,505553,505587,,unidentified
3FpYfDGJSdkMAvZvCrwPHDqdmGqUkTsJys,"{ ""P2SH"" : 1536981644974 }",active,142,635247,749248,,
bc1q080rkmk3kj86pxvf5nkxecdrw6nrx3zzy9xl7q,"{ ""P2WPKH"" : 1525510260425 }",active,52,653559,747046,,
31k2z8HocUWMCMXBkXREPiXNgK2fB3iLwo,"{ ""P2SH"" : 1514240032292 }",active,51,588936,740697,,
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1477012560373 }",inactive,1,476312,683582,,
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 1451029145122 }",active,17,561082,728655,4-of-8 multisig,Boerse Stuttgart Digital
1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,"{ ""P2PKH"" : 1450000018357 }",active,22,543462,742142,,
1KVpuCfhftkzJ67ZUegaMuaYey7qni7pPj,"{ ""P2PKH"" : 1404060800188 }",active,16,601943,748932,,HTX
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,"{ ""P2SH"" : 1400131028748 }",active,39,559626,748607,None,Winklevoss Capital
3D8qAoMkZ8F1b42btt2Mn5TyN7sWfa434A,"{ ""P2SH"" : 1400098193014 }",active,117,596807,744151,,
1FZy7CPFA2UqqQJYUA1cG9KvdDFbSMBJYG,"{ ""P2PKH"" : 1395838275000 }",active,24,714307,747516,,
36rPiyFi4pZmnAyYbDTABqLN3WcWP6yJXS,"{ ""P2SH"" : 1350045455162 }",active,32,543036,741886,,
14m3sd9HCCFJW4LymahJCKMabAxTK4DAqW,"{ ""P2PKH"" : 1322000000000 }",active,5,620881,747566,,
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 1316043921645 }",active,19,725859,749877,,Crypto.com
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 1229576709053 }",active,1,745992,749944,2-of-2 multisig,Bitbank
3GWUKxq55XsQ7rkzbxAgfSyf6KHp8Ljh3R,"{ ""P2SH"" : 1200000352215 }",active,25,680765,745020,,
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 1200000000000 }",active,4,741078,741249,,unidentified
3HSMPBUuAPQf6CU5B3qa6fALrrZXswHaF1,"{ ""P2SH"" : 1198595695927 }",active,6,677211,748740,,
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,"{ ""P2PKH"" : 1139983293301 }",inactive,59,503012,665266,,Bitstamp
bc1q4c8n5t00jmj8temxdgcc3t32nkg2wjwz24lywv,"{ ""P2WPKH"" : 1069894390577 }",active,895,665575,749614,,Crypto.com
bc1qtef0p08lputg4qazhx2md43ynhc9kp20pn297qnz68068d9z48asmemanj,"{ ""P2WSH"" : 1000079776765 }",active,2,709377,733040,3-of-5 multisig,Bitfinex
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000417651 }",inactive,62,284323,518950,,
35pgGeez3ou6ofrpjt8T7bvC9t6RrUK4p6,"{ ""P2SH"" : 998847927405 }",active,138,633731,749849,,
1KNm4K8GUK8sMoxc2Z3zU8Uv5FDVjrA72p,"{ ""P2PKH"" : 960439161438 }",active,7,715000,749925,,Jump Crypto
