display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
19vWUsLH7G6yQH484r3n1GodLEoLivWHJg,"{ ""P2PKH"" : 1752323320482 }",active,1,223047,499465,,
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,"{ ""P2PKH"" : 1728643229903 }",active,1372,340771,485173,,Miner
3645N22DDswRxV4BQGbuBrgHCAYUmzcHU6,"{ ""P2SH"" : 1450000000000 }",active,1,477412,477976,,
3673hPWJuUkbdf9RRpoSLLtuXMG44FsLng,"{ ""P2SH"" : 1390000000000 }",active,139,479662,479675,,
1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,"{ ""P2PKH"" : 1334744061125 }",active,616,479653,499998,,
39LHh7qn5ajHPbDTiFggoJmHeGdeaXqX3N,"{ ""P2SH"" : 1180099752081 }",active,13,496712,499979,,
1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv,"{ ""P2PKH"" : 1133684156675 }",inactive,224,331491,373337,,unidentified
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr,"{ ""P2PKH"" : 1110200000000 }",active,2,445741,499443,,
3Kg7Cmooris7cLErTsijq6qR1FH3cTiK2G,"{ ""P2SH"" : 1074771305162 }",active,20883,335157,487418,,
3FXFshYr97aQUizVEGwdCLNdDihWtqHsT9,"{ ""P2SH"" : 1064040160006 }",active,10,333456,447628,,
19PPeuu4jPjqtefSQ2FDgKmNJ88Z5wiuJt,"{ ""P2PKH"" : 1000002437503 }",active,12,284326,488936,,
15jdxjFhXUsp2xuycmKnjw8yk1WsVon69c,"{ ""P2PKH"" : 1000001733003 }",active,13,284325,488936,,
18LpE3eaXgzUc7XGTNKCgZkD4EZN4NcAbK,"{ ""P2PKH"" : 1000001684003 }",active,13,284326,488936,,
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000957003 }",active,13,284323,486498,,
35fe2CM2zbMeSfhRjpjW8ikTJcZj8NooFD,"{ ""P2SH"" : 1000000040000 }",inactive,6,416878,417016,,
39T3BBsiKxeeu7PebckN8ueb7F84iegoZL,"{ ""P2SH"" : 999900020013 }",active,3,333438,493161,,
1JsVdtXZHKnuzUihEjCPyRm5EEcxRjWGEh,"{ ""P2PKH"" : 996025405264 }",active,5,235577,498313,,
1DWxysF7GPRYGShNxL5ux2N2JLRa9rbE6k,"{ ""P2PKH"" : 988873000000 }",active,36,483666,499397,,
1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA,"{ ""P2PKH"" : 936103956206 }",active,56,223645,499281,,
17CzhFvGwH6TT46JtzhnhMpTw4mHYpEGCR,"{ ""P2PKH"" : 915486267965 }",active,68,478316,494008,,
