display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 2120481012608 }",active,50,423616,598445,,
3HroDXv8hmzKRtaSfBffRgedKpru8fgy6M,"{ ""P2SH"" : 2080449538965 }",active,46,575742,648556,2-of-3 multisig,gate.io
35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,"{ ""P2SH"" : 2062440009586 }",active,12,639133,649777,,
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800082566 }",inactive,43,459340,459341,,unidentified
3JPauiFhP4K3AevmgNMFfMSN7pLZbuADJQ,"{ ""P2SH"" : 1800100005485 }",active,17,632579,632586,,
3JSssZCJ3PHEdgNv7hzNE26EEzzvYNjZLy,"{ ""P2SH"" : 1700100005485 }",active,16,632579,632583,,
3EiEN1JJCudBgAwL7c6ajqnPzx9LrK1VT6,"{ ""P2SH"" : 1625565611467 }",active,214,587752,621376,,
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1602150235785 }",active,1,476312,649781,,
38bzm6nhQMFJe71jJw1U7CbgNrVNpkonZF,"{ ""P2SH"" : 1598717002188 }",active,5,639133,647817,,
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555580155 }",inactive,40,505553,505587,,unidentified
38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,"{ ""P2SH"" : 1503326225916 }",active,31,593804,629347,,
3DwVjwVeJa9Z5Pu15WHNfKcDxY5tFUGfdx,"{ ""P2SH"" : 1450000014429 }",active,10,619544,619916,None,Winklevoss Capital
3FrM1He2ZDbsSKmYpEZQNGjFTLMgCZZkaf,"{ ""P2SH"" : 1400001439269 }",active,18,572984,629347,,
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 1332287595080 }",active,2,549926,648282,None,Binance
3NmTt7XQmR3S9sPQnbfqSFjKb3gb2uzMLt,"{ ""P2SH"" : 1320552287720 }",active,38,633066,646492,,
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,"{ ""P2PKH"" : 1302323244282 }",active,39,503012,600340,,Bitstamp
3R1hBCHURkquAjFUv1eH5u2gXqooJkjg4B,"{ ""P2SH"" : 1283087794328 }",active,83,383867,649769,,
3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,"{ ""P2SH"" : 1281834019639 }",active,7,639133,649777,,
1DWxysF7GPRYGShNxL5ux2N2JLRa9rbE6k,"{ ""P2PKH"" : 1251107258899 }",active,134,483666,648245,,
3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,"{ ""P2SH"" : 1181293882747 }",active,14,548485,649193,,
3Brhg9KYdB9oDrUtvKJ9k7mbn7zzHnMV51,"{ ""P2SH"" : 1136390000547 }",active,2,648470,649778,,
38MHxNgiHENWExwCe3EEWYmfvgFM3i1WVW,"{ ""P2SH"" : 1129990000547 }",active,2,647817,649777,,
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,"{ ""P2SH"" : 1118898155587 }",active,22,559626,646747,None,Winklevoss Capital
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr,"{ ""P2PKH"" : 1110200048526 }",inactive,37,445741,499443,,
17rfparnM8RaaUyuHFNC9ErqkvRqebNPjE,"{ ""P2PKH"" : 1093217759479 }",active,27,574473,640575,,
3AWpzKtkHfWsiv9RGXKA3Z8951LefsUGXQ,"{ ""P2SH"" : 1050003954790 }",active,14,572984,629347,,
34Jpa4Eu3ApoPVUKNTN2WeuXVVq1jzxgPi,"{ ""P2SH"" : 1046042962938 }",inactive,1000,593800,1,,Miner
3QSd3JjJ35VAf5Shv3EPVpGCi5eVMQr6dk,"{ ""P2SH"" : 1010290000547 }",active,2,647817,649777,,
3FuqMT3VeyRhB917aiJUeWSn2jRt4M3hw8,"{ ""P2SH"" : 1000599561575 }",active,11,601859,601859,,
3Fr1mGhnPAQ9YDf1dzg4B47PkX5TuvFtYv,"{ ""P2SH"" : 1000000394096 }",inactive,11,526560,1,,
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000198036 }",inactive,35,284323,518950,,
3N1xWnCNpWJchpC4YckeimkXRyYA7M2iks,"{ ""P2SH"" : 980000001641 }",active,10,630558,635461,,
