display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,"{ ""P2WPKH"" : 1402527883353 }",active,158,825130,899710,,Ceffu
bc1qnad7erjflzm38d8p820hday79v90d09sc4gdly,"{ ""P2WPKH"" : 1380100011083 }",active,3,888512,888813,,
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 1378086454233 }",active,96,824506,899951,None,VanEck
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1376393847403 }",active,4,877104,889424,,Purpose Investments
1M6V17HCv255sevEvB4P9fjZYoJC6z9NBJ|bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2PKH"" : 600, ""P2WPKH"" : 1328116920245 }",active,297,704052,900000,,Binance
bc1qcv8h9hp5w8c4qpze0a4tdxw6qjtvg8yps23k0g3aymxx7jlesv4q4t6f65,"{ ""P2WSH"" : 1294106092144 }",active,126,831674,899904,,
1L7gnfBJhK9ZwUcw2Lx93BPHmcd1tsxeTs|bc1q6xhpjtd5fxepcz4gfhqa5ljy55ekqwzazs555v,"{ ""P2WPKH"" : 909691306230, ""P2PKH"" : 218429183947 }",active,20,834668,899782,,Nexo
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1071725992868 }",active,66,671980,897816,None,unidentified
bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,"{ ""P2WPKH"" : 1065000042332 }",inactive,12,832662,833190,,Binance
1DzsfLRDfbmQM99xm59au2SrTY3YmciBSB,"{ ""P2PKH"" : 1000001055209 }",inactive,20,761378,761392,,Upbit
1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTm,"{ ""P2PKH"" : 1000000852855 }",inactive,16,761381,761392,,Upbit
12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCt,"{ ""P2PKH"" : 1000000763174 }",inactive,17,761380,761392,,Upbit
17uULjz9moeLyjXHoKNwDRgKzf8ahY3Jia,"{ ""P2PKH"" : 1000000756220 }",inactive,17,761380,761392,,Upbit
18qNs1yBGGKR8RyErnEF5kegbNUgPfixhS,"{ ""P2PKH"" : 1000000720039 }",inactive,16,761381,761392,,Upbit
