display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
3673hPWJuUkbdf9RRpoSLLtuXMG44FsLng,"{ ""P2SH"" : 1390000012366 }",inactive,152,479662,479675,,
13sixi6TGPoWvbi2e93wdQSyJPPN7vNhx3,"{ ""P2PKH"" : 1192723950709 }",active,5,502770,542449,,
1CMbVZV7xbAiFFauuAf3tgZRhwLKXmMUZL,"{ ""P2PKH"" : 1183700609338 }",active,13,530057,537181,,
1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv,"{ ""P2PKH"" : 1133684172288 }",inactive,241,331491,373337,,unidentified
1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,"{ ""P2PKH"" : 1113932564876 }",active,118,479653,549996,,
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr,"{ ""P2PKH"" : 1110200023039 }",active,19,445741,499443,,
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,"{ ""P2PKH"" : 1096728252726 }",active,1022,340771,549123,,Miner
3D15C8yuFRiMYPfptEP6EJH1GKAqE6F1oG,"{ ""P2SH"" : 1095980667426 }",active,20,503881,519292,,
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 1090000003664 }",active,13,423616,527277,,
1DWxysF7GPRYGShNxL5ux2N2JLRa9rbE6k,"{ ""P2PKH"" : 1087207694337 }",active,77,483666,547239,,
35fe2CM2zbMeSfhRjpjW8ikTJcZj8NooFD,"{ ""P2SH"" : 1000000042776 }",inactive,10,416878,417016,,
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000005109 }",active,5,284323,518950,,
