display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
1HktZquxWcseRTkkSTPWSVtL2Cfdhus2sj,"{ ""P2PKH"" : 1250000892501 }",inactive,7,215115,230647,,unidentified
17Jj4eNGBUEdBJEorViEieZ8W87ELXKgu7,"{ ""P2PKH"" : 1203915694228 }",inactive,7,223246,223253,,unidentified
19tuxqhzgwC6B9hhLHDLJkocx8LaaCS56s,"{ ""P2PKH"" : 1200000929402 }",active,16,135120,288309,,Roger Ver
13Q892Z2WadxMwQtGVe2e6tJAPeR1g7rUB,"{ ""P2PKH"" : 1200000792500 }",active,4,278340,282755,,
1UaizTd5Wy3p7pLiEfo9yfVS7LnN8D58W,"{ ""P2PKH"" : 1188999737147 }",active,351,266850,299264,,
1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,"{ ""P2PKH"" : 1172105409984 }",active,468,245095,299841,,Miner
17UUsmejDsjJEtbRcotd289ADp7ZdanH5k,"{ ""P2PKH"" : 1141748385901 }",active,41,213406,287716,,unidentified
1Jd5HDN68UQB2WT3F1vvufoXgDis6t4Gxk,"{ ""P2PKH"" : 1118117112501 }",active,19,254370,284040,,
1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA,"{ ""P2PKH"" : 1068201781700 }",active,56,223645,274409,,
1BnkEt2ceoVhnQVrqeAzigcroQ6MVyxFey,"{ ""P2PKH"" : 1042867765014 }",active,49,227937,268626,,unidentified
1HiLGVR7T8siQVs4X5hSdWx15C5mW2JtSm,"{ ""P2PKH"" : 1008427672500 }",active,6,282188,293561,,
1FVcMfHXPp8JSCduYyELzQZf6X4tSv89ho,"{ ""P2PKH"" : 983263095459 }",active,81,276385,299689,,
16HC2oNNjmhXgGqf4YYZwSfRK4meVpAGm7,"{ ""P2PKH"" : 942478123351 }",inactive,4,82647,133421,,
1KWEd2K6XhFSQtN7wyCoyBMvutWiMe9tBq,"{ ""P2PKH"" : 900000010000 }",active,4,268380,284044,,
1HBa5ABXb5Yx1YcQsppqwKtaAGFPYe5xzY,"{ ""P2PKH"" : 898920085501 }",active,10,255257,294531,,
16g2TW2hbFoov3DThSRBdnETaS94bFvq5v,"{ ""P2PKH"" : 870000798002 }",active,14,120896,293022,,unidentified
1A5rrPcb6SWR6nnpEDq8jkJrhvHGZ8CL2s,"{ ""P2PKH"" : 800000010000 }",active,9,285319,297192,,
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,"{ ""P2PKH"" : 794106015500 }",inactive,7,49995,85225,,unidentified
13uraL1Maba7obbhkdB4pjsqMyvqrcTeeD,"{ ""P2PKH"" : 791111005500 }",inactive,19,86036,175887,,unidentified
12A9JkBRkE1DV6PRp4ZUxpZtLAw4Ef2Uog,"{ ""P2PKH"" : 779171560843 }",active,2,287468,289063,,
13Mu4HhLD4YWPbji62HPLj3p1S54ZVzkvT,"{ ""P2PKH"" : 777777777778 }",inactive,2,226976,227206,,unidentified
13TmUVkhp3shQxh1SaqwHS8vDtCRQa4CDv,"{ ""P2PKH"" : 758454907161 }",active,8,179554,298560,,
154Fc9uwKrpNjqdv413En9cK1VN8PwUqfW,"{ ""P2PKH"" : 754369930000 }",active,4,269707,271790,,
199kVcHrLdouz9k9iW3jh1kpL7j9nLg7pn,"{ ""P2PKH"" : 700000005500 }",active,8,266026,283923,,
1EFFTDrZYZy6s7qP2gCfeEWbnb9ViqdaxG,"{ ""P2PKH"" : 696495665436 }",active,14,255193,294531,,
1BifubaoWH57uTxDt3TdoCTo2UVtBSnyxe,"{ ""P2PKH"" : 692909980000 }",active,24,289476,297660,,
15MoU3guLtmvCginTt4ieP3W2YXaK9U2Yn,"{ ""P2PKH"" : 670049910000 }",active,10,227874,252314,,Owen Gunden
1B1fr8NUHyqSNDjjCAajGcw4EC3WcBsGi2,"{ ""P2PKH"" : 669000000000 }",active,4,296239,299269,,
1MbcZkfjkWdEEeC9r5pq5XRBDRcKUCsg9h,"{ ""P2PKH"" : 640000000000 }",inactive,1,67043,97395,,unidentified
