display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1797575816050 }",active,1,476312,596518,,
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,"{ ""P2PKH"" : 1752323262719 }",active,26,503012,598883,,Bitstamp
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555560258 }",inactive,27,505553,505587,,unidentified
3GaB3nRWA1PLc3XQkkbpVtFwYYZEuMxD4i,"{ ""P2SH"" : 1499901084894 }",active,4,572984,572993,,
3FrM1He2ZDbsSKmYpEZQNGjFTLMgCZZkaf,"{ ""P2SH"" : 1450001446963 }",active,6,572984,572993,,
3645N22DDswRxV4BQGbuBrgHCAYUmzcHU6,"{ ""P2SH"" : 1450000016336 }",inactive,20,477412,477976,,
3Gh8vtXaPhfb46LaABbi1srME2vABzSG1j,"{ ""P2SH"" : 1420013822591 }",active,1736,587784,596365,,
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 1330000000000 }",active,2,423616,598445,,
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,"{ ""P2SH"" : 1259506364416 }",active,136,512310,599998,5-of-7 multisig,unidentified
1H2zrVQxU3ymunr9CunjoActooLW2ryQK7,"{ ""P2PKH"" : 1199996934845 }",active,8,591372,595724,,
17rfparnM8RaaUyuHFNC9ErqkvRqebNPjE,"{ ""P2PKH"" : 1154893785389 }",active,16,574473,592147,,
15xZvLJLAgxh8cxEmAbpx1H35oibHo5cLA,"{ ""P2PKH"" : 1149977009121 }",active,110,487686,599832,,
1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv,"{ ""P2PKH"" : 1133684176703 }",inactive,247,331491,373337,,unidentified
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr,"{ ""P2PKH"" : 1110200027120 }",inactive,25,445741,499443,,
3AWpzKtkHfWsiv9RGXKA3Z8951LefsUGXQ,"{ ""P2SH"" : 1100003967059 }",active,4,572984,572993,,
3D15C8yuFRiMYPfptEP6EJH1GKAqE6F1oG,"{ ""P2SH"" : 1095980681507 }",inactive,27,503881,519292,,
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,"{ ""P2SH"" : 1074301045121 }",active,2,559626,599675,None,Winklevoss Capital
3DGxAYYUA61WrrdbBac8Ra9eA9peAQwTJF,"{ ""P2SH"" : 1025606998327 }",active,148,596803,599999,2-of-3 multisig,Coinone
1L5D4Eq2RkEKuN717Gc817MH1Sxs5WwMQh,"{ ""P2PKH"" : 1025047354303 }",active,6,559584,567163,,BigONE
3Fr1mGhnPAQ9YDf1dzg4B47PkX5TuvFtYv,"{ ""P2SH"" : 1000000389032 }",active,3,526560,573285,,
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000141521 }",inactive,20,284323,518950,,
3PLrtn4ELjmJA1ENdkTD59QFVfTrMDypJM,"{ ""P2SH"" : 1000000003082 }",active,12,494859,571241,,
36nqPPBYGDecvwbajvZ911UEdz4N9i3YeQ,"{ ""P2SH"" : 999999960000 }",active,7,494859,582850,,
338uPVW8drux5gSemDS4gFLSGrSfAiEvpX,"{ ""P2SH"" : 999900982864 }",active,2,572984,572993,,
1Kd6zLb9iAjcrgq8HzWnoWNVLYYWjp3swA,"{ ""P2PKH"" : 970712968237 }",inactive,197,369414,510573,,
3HmJDpQvyqfZ2RZvyheB43NBPQRN3FVoFd,"{ ""P2SH"" : 946599993465 }",active,9,583602,592922,,
17CzhFvGwH6TT46JtzhnhMpTw4mHYpEGCR,"{ ""P2PKH"" : 910736427209 }",inactive,73,478316,510573,,
