display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
04b6c51d273c142a7a015ab6bd68d738dfcbc0f9015140dc5f2c7b3b944429ab3474348cde91ec1aeda4dd24324dcc2fa6498b0dde87c855a839b090f6e8b016e6,"{ ""P2PK"" : 50000000000 }",never_spent,1,1055,,,
04554a9abcde5e79acb2552e6159b287c72c9c31b1a2510a877e3c8dc3cb1780da707b2364a229a3e7df8cd09a8e2c477589035b3590a7f9cd624a227b5624c574,"{ ""P2PK"" : 50000000000 }",never_spent,1,1586,,,unidentified
13ucPR8k54JbTBuWUAvRVGDswcE7jh2MC1,"{ ""P2PKH"" : 45000000000 }",active,4,41256,41287,,unidentified
1P3CKNyDEMRKHTDTLPqesYKSzPCo1QUCQK,"{ ""P2PKH"" : 45000000000 }",active,1,47041,49821,,unidentified
184sMNP38zaBBHMWQJW1Cu49dSx7YeVjke,"{ ""P2PKH"" : 40708000000 }",active,2,49076,49898,,unidentified
0452b438b95f770ba1e120058d02a233ce922eb50bb6b1abfe897609c8997d538e09526fef481fde8b3d469b3bb8c1895e5ef65010b9a97c396f7b3347412c3d8f,"{ ""P2PK"" : 40000000000 }",never_spent,1,49418,,,
04275a742d3ba1587ec4a491e7278a87d58aa98f847b154fbdf3d8b014c2449e5896c5266ea3bf293b17aad0d4b68a6c7503e37bd096ac8be889d30620032134a3,"{ ""P2PK"" : 40000000000 }",never_spent,1,1184,,,
04ad1a9add887e10bd85e633c98af64bf7dbf55ae8e2e5ee1a52df32a6c66e155092fb4dabc8226c0dcf6c8749b8bff1cbb826743d35b05ee865d0fb6dcc20baf1,"{ ""P2PK"" : 35004000000 }",never_spent,1,3883,,,unidentified
04f51f8d0c4dc4a5338bef745098e6f6364f8936fee6aa5a9d4ab0c214e7cdd727f094f442779b37d9046e53ea3f0b988aefaa6e0adb0662155cd763229e8519aa,"{ ""P2PK"" : 34000000000 }",never_spent,1,46859,,,unidentified
047bd13dc1b9f7c706361bd4ea086c78472deb00697ed3d6ae7ce0defc44f4f66955146428c6cf5a045a4722624709f74501c6a56bdd249679f513e87c5a18c3fc,"{ ""P2PK"" : 25100000000 }",never_spent,1,35011,,,
047ded582e44ac6cdf78b0db18e793f311666519b0f97c32a311d07b7f1e4b394f8adf0ca5cc89bd7cd737c95cfbd3ac6088b8f048bf893805e613ea6f6e93e8b1,"{ ""P2PK"" : 25000000000 }",never_spent,1,49642,,,unidentified
0497304efd3ab14d0dcbf1e901045a25f4b5dbaf576d074506fd8ded4122ba6f6bec0ed4698ce0e7928c0eaf9ddfb5387929b5d697e82e7aabebe04c10e5c87164,"{ ""P2PK"" : 25000000000 }",never_spent,1,586,,,unidentified
04b2559002877a459053d283eeabaa4c213bb2e5c3da61aa164795e9bedf66db277b14ba1446ebd1bff1db9777059d84a9ce90e3fefd7f51cf655fbc35a14cd84f,"{ ""P2PK"" : 25000000000 }",never_spent,1,31753,,,
046657f535759c2a22fbfcd75a496fc21cea3df0e5434b1293de6d5936bee2de1b4149b269206c980dedafe2ac1afbe2147c6d27a7e4729638596c01ed71beab63,"{ ""P2PK"" : 25000000000 }",never_spent,1,49642,,,unidentified
1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,"{ ""P2PKH"" : 20000000000 }",active,4,46241,49827,,unidentified
04d876f93cf9b15cfbf0a5a37c05da9d48dc9e6387453c9653fd94cb5d92dca726f3e05965ddba02112616ad43a85c6154674bff526fc22a6a415c6ad11ae82f45,"{ ""P2PK"" : 20000000000 }",never_spent,1,46027,,,
04e0cf6bc38a040448bd1cd129ab1f1329b72c5ed70df4a032df7ce18a651126e441c903e8133e6c27240a6e9a004ab42ddc8f280df597e2a08081a7f50f906976,"{ ""P2PK"" : 20000000000 }",never_spent,1,3936,,,unidentified
04e2a57d4042899a6b22e65e75b5a4901abf4812b204e022e45dbaf53ea6d4e5f82d6592ef6c15fec940f6c853599b415b906da5f1064536bfe929a78afd46642a,"{ ""P2PK"" : 20000000000 }",never_spent,1,46569,,,
04ee1775fb06763c1a98b1ab9492afce0369baa0f323faffeec84b0e1a992ba981ad906e746d0bcc0005a03ea6c416320fc5f8f1de260f36dfbf790c7a75757178,"{ ""P2PK"" : 20000000000 }",never_spent,1,48005,,,
04f1da95d0ce732d89eeed84c51424620ec866ad850051ab8cdd92adc4f688ed061e9aeaaaf39b8105ddcc97a651b1a52f88777599ebbe8ce25e9e705cf90e8861,"{ ""P2PK"" : 19800000000 }",never_spent,1,3309,,,unidentified
0447724e1a7949b32179a12f186973103d5875c28cda597c10d15a0ab60f4c3b9e97896530e8a29d9c8d93c921e151cf9dc59eae22d91332b58335f5417426042b,"{ ""P2PK"" : 18800000000 }",never_spent,1,29713,,,
0455e8f7cb1dabec2bcd34a899c2c11e03d2b68b6e4bd1f967897e2756c8a0b58633d112a7951415a01749104d7c41dbf682be98304ec7910ad8816d171e4c17ac,"{ ""P2PK"" : 15000000000 }",never_spent,1,1967,,,unidentified
0445440b3c43352f268bc7630cd1d7c78b947910b8d5514f22d78599bdd9d13cd06f800525bec3a9d6e576e073b08c6e0b794b719adcfba2bada9638b78cbf87d9,"{ ""P2PK"" : 15000000000 }",never_spent,1,943,,,unidentified
04e667d2070767a3226b5435409ddcad58740a4b6e720f11a688fe6a6c217d6e2e3d2d8a3bff7ceb129e9736b7c975ca54c32ce25ce96c9a007467b1f9e4490a06,"{ ""P2PK"" : 15000000000 }",never_spent,1,1389,,,unidentified
045287192934bf5e8dd9f2cdf949547b44d89c6cdc21238a88b82229514a3e6c73ad57ef2a380570d137f0c8fa4fcae9a25b33b5f6980b6736c75b7e6799fb103f,"{ ""P2PK"" : 15000000000 }",never_spent,1,46457,,,
