display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,"{ ""P2SH"" : 1918315517099 }",active,68,559626,688521,None,Winklevoss Capital
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555590409 }",inactive,56,505553,505587,,unidentified
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1493807830205 }",active,55,671980,698664,None,unidentified
3BMEXxSMT2b2kvsnC4Q35d2kKJZ4u9bSLh,"{ ""P2SH"" : 1480498005700 }",active,1,585826,687408,,
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1477012560373 }",active,1,476312,683582,,
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 1419929081156 }",active,17,561082,684333,4-of-8 multisig,Boerse Stuttgart Digital
1qUn7Tvzng7N9RY5F39d4tQ4iXr2QzDMP|bc1qpy4jwethqenp4r7hqls660wy8287vw0my32lmy,"{ ""P2PKH"" : 100000000000, ""P2WPKH"" : 1297290634476 }",active,8,660863,697404,,
1F3Cpgben5uRAMptnPRL9coAbKp9YmWqfb|bc1qn878vf8699p32y3ehq2wwaq876uu7yye5m5ahc,"{ ""P2WPKH"" : 41063329333, ""P2PKH"" : 1328999208000 }",active,16,632999,699935,,Nexo
1D2B7zfX6HgnuG7bMT1znFMsGdqX97Fnon,"{ ""P2PKH"" : 1339973400000 }",active,4,622291,699621,,Nexo
bc1qt4h06ssqtwncv5rtf8c8v53emwmvr9j5peq9quj9vf0jzu2egnxqpesxny,"{ ""P2WSH"" : 1301500000000 }",active,8,665703,683994,,
3ETUmNhL2JuCFFVNSpk8Bqx2eorxyP9FVh,"{ ""P2SH"" : 1291058029840 }",active,32,625031,699683,,
35pgGeez3ou6ofrpjt8T7bvC9t6RrUK4p6,"{ ""P2SH"" : 1203311249258 }",active,125,633731,699918,,
3GWUKxq55XsQ7rkzbxAgfSyf6KHp8Ljh3R,"{ ""P2SH"" : 1200000203128 }",active,17,680765,680938,,
bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,"{ ""P2WSH"" : 1167998397000 }",active,3,665712,692255,,
12qA97T8hsDgvVoRCXGZifd9PCraqvd2DW,"{ ""P2PKH"" : 1039870604990 }",active,64889,634756,697266,,
bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40,"{ ""P2WPKH"" : 1029651455577 }",active,3,674148,677267,,
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000239116 }",inactive,52,284323,518950,,
39jHqenSd8jYP6hNqv1Ga8J8fNZ7Zvxigf,"{ ""P2SH"" : 1000000072341 }",active,16,689844,691132,,
3DwVjwVeJa9Z5Pu15WHNfKcDxY5tFUGfdx,"{ ""P2SH"" : 1000000022642 }",active,25,619544,662546,None,Winklevoss Capital
3265tcUcp8dBhBBwp4rKN3iyUptuHkzMq7,"{ ""P2SH"" : 975856207272 }",active,20,664128,664131,,
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,"{ ""P2PKH"" : 904983292701 }",active,57,503012,665266,,Bitstamp
1J1F3U7gHrCjsEsRimDJ3oYBiV24wA8FuV,"{ ""P2PKH"" : 900000000000 }",active,1,127246,699792,,Miner
3QB2qhnj5Xxwhh3GKcfwQDSkL91BCCn5cp,"{ ""P2SH"" : 880141206017 }",active,16,651998,692921,,
35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,"{ ""P2SH"" : 800400071384 }",active,24,639133,695012,,
3JSssZCJ3PHEdgNv7hzNE26EEzzvYNjZLy,"{ ""P2SH"" : 800107652404 }",active,28,632579,677811,,
