display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
1ETcR4GvfRENL4Q3V1GLBzpJ7j2dNbRyuC,"{ ""P2PKH"" : 1000000000000 }",active,1,90520,98287,,unidentified
1LUPDXYf9XD9Ee1AqCuM3gZCA3ZMKgTcgw,"{ ""P2PKH"" : 1000000000000 }",active,1,83228,83240,,unidentified
1U1jTCGkQYRaDVStZdDHMFWUMoSJi4HSc,"{ ""P2PKH"" : 942365905919 }",active,16,38353,99868,,Miner
1Jfz35JognNZRLAKbp8BnCuUWMmExQotf7,"{ ""P2PKH"" : 900000000000 }",active,1,98584,99302,,unidentified
1MFA2FzeHgNRY5dGGiQtPxJx3LEKBit7UP,"{ ""P2PKH"" : 891010000000 }",active,165,72950,77397,,unidentified
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,"{ ""P2PKH"" : 794106000000 }",active,5,49995,85225,,unidentified
1Np76jjwkXE5eEyYPrPrpYde1qnfZkC3CX,"{ ""P2PKH"" : 753000000000 }",active,12,65624,85196,,unidentified
18ShHDufPcxfNZr4rArogTUCF2GmkJiSCV,"{ ""P2PKH"" : 737200000000 }",active,1,69615,70118,,unidentified
1FjSGe2yeJhbFbygCcNiNsq4wgz7TyyNjN,"{ ""P2PKH"" : 674263000000 }",active,4,81288,90724,,unidentified
1LgsbKRKTcw7gYohUwntSUh6rtEWShxSH8,"{ ""P2PKH"" : 670014000000 }",active,135,69389,99852,,unidentified
1HAJRJQQwnjSXco31bppN27tueMoVPVFNe,"{ ""P2PKH"" : 660000000000 }",active,7,66024,69151,,unidentified
1MbcZkfjkWdEEeC9r5pq5XRBDRcKUCsg9h,"{ ""P2PKH"" : 640000000000 }",active,1,67043,97395,,unidentified
1GNyLtivKQrL32S31WswWKVhSvUugGoq9S,"{ ""P2PKH"" : 606274000000 }",active,3,40094,40758,,unidentified
19p9H8VoMKdDSTeQLKhK1KzvemYKmBJxvi,"{ ""P2PKH"" : 605000000000 }",active,2,63740,79556,,unidentified
1AAe9AdkKcffFyrF7zPQYS3XDcRws8c3qk,"{ ""P2PKH"" : 600000000000 }",active,1,57257,57770,,Miner
15J5MZxBkbo88hfHbY96UEDdWWtTJKTBgj,"{ ""P2PKH"" : 590000000000 }",inactive,3,29129,29431,,unidentified
1DYckEHrV5F9rwCTrSZ7HiZYKXjPMephMS,"{ ""P2PKH"" : 585000000000 }",active,1,93637,95384,,unidentified
1KCNLT1tnsNZsrfddUA7VrqmytLfyjTToY,"{ ""P2PKH"" : 520000000000 }",active,6,87348,91385,,unidentified
19g4fxfWwm8Fyj7qfVvm5mHuo8vDcAbHcw,"{ ""P2PKH"" : 500000000000 }",active,2,40587,95567,,unidentified
1EtRQi6LWKBYhhqZ4uZYnAMMw6jigFrS1t,"{ ""P2PKH"" : 499900000000 }",active,10,78732,81569,,unidentified
15suUFFQTgpY4RTihQeGoWVMrGw9idWh9Q,"{ ""P2PKH"" : 442348000000 }",active,1,71568,99651,,unidentified
19ere2oJzJh81A5Q64SExDZYz54RvWHqZz,"{ ""P2PKH"" : 433700000000 }",active,9,69804,85525,,unidentified
14FNmLajkfDqEaUZQbFqiqAEWT6emFtHez,"{ ""P2PKH"" : 415000000000 }",active,1,54463,56617,,unidentified
1Bzfj8CAB6stiTnmhzHQhLybPHTXP75AJ7,"{ ""P2PKH"" : 400000000000 }",active,1,95113,98285,,unidentified
16CxdHGToGZkbcra4PLP9eY3XSVT1vUdjV,"{ ""P2PKH"" : 375002000000 }",active,2,63455,85545,,unidentified
13TSBH4wdchsMqFTwqyLjvPES99sZ96MaP,"{ ""P2PKH"" : 358500000000 }",active,3,94079,99727,,unidentified
1GcDdCJBGBGKxqvMzYfYq5ZQs3smUSAfXa,"{ ""P2PKH"" : 350000000000 }",active,2,88361,98797,,unidentified
14n58eg6pXGeNgwBgrJMjsPkcjRmgeVQKR,"{ ""P2PKH"" : 344218000000 }",active,23,96156,99943,,unidentified
18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,"{ ""P2PKH"" : 335000000000 }",active,57,50359,93533,,Miner
