display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
bc1qs4z2d3h5je080f74tax92dwg08sf3hylj9vfg3,"{ ""P2WPKH"" : 2075501096960 }",active,5,933407,936399,,Revolut
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 2020204104335 }",active,56,745992,942331,2-of-2 multisig,Bitbank
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800345240 }",inactive,117,459340,459341,,unidentified
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1922293813264 }",active,1,877104,942193,,Purpose Investments
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 1845027120005 }",active,2217,725859,942343,,Crypto.com
3KZbyboy2MKfQjDKKf2R4UdVbUKgYvso22,"{ ""P2SH"" : 1758890241700 }",active,1,940897,942034,None,Bitfinex
bc1p6mv2d3rpfhatkv77r6huuurgqyyklxpsnw3090k2qjwqtd6cwkcqzsruxt,"{ ""P2TR"" : 1650000500000 }",never_spent,34,940788,,,Babylon
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555991338 }",inactive,107,505553,505587,,unidentified
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 1566162575626 }",active,116,824506,942369,None,VanEck
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay,"{ ""P2SH"" : 1511145409279 }",active,216,678122,940919,2-of-3 multisig,unidentified
1BAuq7Vho2CEkVkUxbfU26LhwQjbCmWQkD,"{ ""P2PKH"" : 1500000139867 }",inactive,21,720872,839717,,Binance
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,"{ ""P2PKH"" : 1450358337515 }",active,109,822203,940989,,Binance
bc1qlt5nm3kflne7rht4alsnzdzad878ld5rcu4na0,"{ ""P2WPKH"" : 1409788999477 }",active,18139,865542,942051,,Crypto.com
1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,"{ ""P2PKH"" : 1383707743845 }",active,138,771695,942264,,Upbit
bc1qsg6x2cvm75xuddn5g0ss9zglaamgz90q8vcp8w,"{ ""P2WPKH"" : 1351427986495 }",active,5,912325,914992,,Paxos
bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,"{ ""P2WPKH"" : 1261012456190 }",active,5,814641,941139,,BitMEX
bc1p4zxtwg3rhr5jqkzuvf0q03m2a69clydghqqz6arhldxln7ew0guq840aqm,"{ ""P2TR"" : 1250000500000 }",never_spent,26,940783,,,Babylon
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1247728063352 }",active,111,671980,936204,None,unidentified
bc1qatjx2qc8vxz39m0qdz303z8et2pgmc74xz8km3,"{ ""P2WPKH"" : 1129286238356 }",active,1,877094,942342,,CI Global Asset Mgmt
1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,"{ ""P2PKH"" : 1104541885138 }",active,66,795034,941979,,Binance
162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,"{ ""P2PKH"" : 1082301492163 }",active,451,759310,942062,,gate.io
1M6V17HCv255sevEvB4P9fjZYoJC6z9NBJ,"{ ""P2PKH"" : 600, ""P2WPKH"" : 1052357197146 }",active,651,704052,942369,,Binance
19dNe9Xg6JWvszgU3NuM6TNd2wHmANPbHB,"{ ""P2PKH"" : 1026496629791 }",active,8,825056,937098,,NYDIG
3NWndKFmvV6cJ6ENgXVeaDTo3mBfAvr27H,"{ ""P2SH"" : 1023901901944 }",active,119,561082,936069,3-of-8 multisig,Boerse Stuttgart Digital
